search URL:,https://patents.google.com/?q=%28Quantum+Supremacy%29&oq=Quantum+Supremacy
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-4313843-A,Superior oxalate ester chemical lighting system ,American Cyanamid Company,"Laszlo J. Bollyky, Michael M. Rauhut",1974-04-26,1976-09-09,1982-02-02,1982-02-02,https://patents.google.com/patent/US4313843A/en,https://patentimages.storage.googleapis.com/ca/98/e1/68f532e3255932/US4313843-drawings-page-2.png
US-4693832-A,Preparation of safe drinking water ,"Quantum Technologies, Inc.",Marilyn M. Hurst,1985-11-27,1985-11-27,1987-09-15,1987-09-15,https://patents.google.com/patent/US4693832A/en,
CN-1074697-C,Process for producing high-porosity non-evaporable getter materials and materials thus obtained ,工程吸气公司,"A·孔特, S·卡莱拉",1994-12-02,1995-12-01,2001-11-14,2001-11-14,https://patents.google.com/patent/CN1074697C/en,https://patentimages.storage.googleapis.com/27/67/10/4fc7d4f0c6a086/C9512002700183.png
JP-4118371-B2,"Nitride semiconductor light emitting device having silver as electrode, method for manufacturing the same, and semiconductor optoelectronic device ",フィリップス  ルミレッズ  ライティング  カンパニー  リミテッド  ライアビリティ  カンパニー,"茂 中川, 範秀 山田, 和 金子",1997-12-15,1997-12-15,2008-07-16,2008-07-16,https://patents.google.com/patent/JP4118371B2/en,https://patentimages.storage.googleapis.com/8a/07/6d/c256d25c65dc00/0004118371-3.png
TW-I228633-B,High speed optical analogue to digital converter and digital optical wavemeter ,Secr Defence,"Meirion Francis Lewis, Alan Johnstone",1999-06-02,2000-06-13,2005-03-01,2005-03-01,https://patents.google.com/patent/TWI228633B/en,
US-5747550-A,Method of generating a reactive species and polymerizing an unsaturated polymerizable material ,"Kimberly-Clark Worldwide, Inc.","Ronald Sinclair Nohr, John Gavin MacDonald",1995-06-05,1995-06-05,1998-05-05,1998-05-05,https://patents.google.com/patent/US5747550A/en,https://patentimages.storage.googleapis.com/fe/4b/73/da91757ab84582/US5747550-drawings-page-8.png
EP-0715216-B1,"Titanylphthalocyanine crystals, methods for preparing the same, and electrophotographic photoreceptors using such crystals ","Fuji Electric Co., Ltd.","Tamura c/o Fuji Electric Co. Ltd. Shinichi, Youichi c/o FUJI ELECTRIC CO. LTD. Tei, Naoki c/o Fuji Electric Co. Ltd. Itohi, Kazumi c/o Fuji Electric Co. Ltd. Egota, Kenichi c/o Fuji Electric Co. Ltd. Ohkura",1994-11-24,1995-11-23,2003-08-27,2003-08-27,https://patents.google.com/patent/EP0715216B1/en,https://patentimages.storage.googleapis.com/5f/ac/d4/d75d7959a30918/00990001.png
EP-1672569-A1,A method of performing a quantum algorithm for simulating a genetic algorithm ,"STMicroelectronics S.r.l., Yamaha Motor Co., Ltd.","Paolo Amato, Domenico Massimiliano Porto, Marco Branciforte, Antonino Calabrò, Sergei Viktorovitch Ulyanov, Kazuki Takahashi, Sergey Alexandrovich Panfilov, Liudmila Vasilievna Litvintseva, Ilya Sergeevitch Ulyanov",2004-12-20,2004-12-20,2006-06-21,,https://patents.google.com/patent/EP1672569A1/en,https://patentimages.storage.googleapis.com/04/13/8b/ce06c3cbd1f5d7/imgf0001.png
CN-100392085-C,Vaccines ,葛兰素集团有限公司,"A·贝顿, P·F·埃尔特尔, G·W·古, A·利尔, J·P·蒂特, C·A·范维利",2001-09-20,2002-09-18,2008-06-04,2008-06-04,https://patents.google.com/patent/CN100392085C/en,https://patentimages.storage.googleapis.com/66/9a/57/0456b940a06582/C0282308700461.png
EP-0863903-B1,Synthetic metal-substituted bacteriochlorophyll derivatives and use thereof ,"Yeda Research And Development Company, Ltd.","Avigdor Scherz, Yoram Salomon, Hugo Scheer, Gerhard Hartwich, Alexander Brandis",1995-11-24,1996-11-24,2007-06-27,2007-06-27,https://patents.google.com/patent/EP0863903B1/en,https://patentimages.storage.googleapis.com/26/a9/5f/d288b3f75d5ff4/imgf0001.png
CN-1221555-C,Spiro compounds based on boron or aluminium and the use of the same in the electronics industry ,科文有机半导体有限公司,"菲利普·施特塞尔, 胡贝特·施普赖策, 海因里希·贝克尔, 杰奎琳·德罗特",2000-12-22,2001-12-20,2005-10-05,2005-10-05,https://patents.google.com/patent/CN1221555C/en,
US-6178008-B1,Constructing device-state tables for inkjet printing ,Hewlett-Packard Company,"Francis E. Bockman, Guo Li",1997-10-30,1997-10-30,2001-01-23,2001-01-23,https://patents.google.com/patent/US6178008B1/en,https://patentimages.storage.googleapis.com/96/a6/7e/ccdfb3a69332c4/US6178008-drawings-page-2.png
US-4542256-A,Graded affinity photovoltaic cell ,University Of Delaware,Scott Wiedeman,1984-04-27,1984-04-27,1985-09-17,1985-09-17,https://patents.google.com/patent/US4542256A/en,https://patentimages.storage.googleapis.com/58/39/e0/b2768bf74c909e/US4542256-drawings-page-2.png
KR-900008713-B1,Process and dope for forming asymmetric gas seperation membranes having graded density skins ,"퍼메아 아이엔씨, 데니스 조셉 그리인","에밀 케스팅 로버트, 알렌 크루즈 크린트, 케이스 프릿쯔쉐 알프레드, 프란시스 말론 레이몬드, 케이스 머피 밀턴, 칼 핸더만 알란",1986-08-15,1987-08-14,1990-11-27,1990-11-27,https://patents.google.com/patent/KR900008713B1/en,https://patentimages.storage.googleapis.com/4e/6b/d7/2265303b696e23/kpo00034.png
US-5104293-A,Method for applying abrasive layers to blade surfaces ,United Technologies Corporation,"Harry E. Eaton, Jr., Matthew J. Wallace",1990-07-16,1990-07-16,1992-04-14,1992-04-14,https://patents.google.com/patent/US5104293A/en,https://patentimages.storage.googleapis.com/8c/8b/a2/a5d604f1e787f0/US5104293-drawings-page-2.png
JP-3910041-B2,Nitride semiconductor laser device and semiconductor optical device including the same ,"シャープ株式会社, 住友電気工業株式会社","貴之 湯浅, 吉裕 上田, 茂稔 伊藤, 元隆 種谷, 善平 谷, 健作 元木",2001-10-29,2001-10-29,2007-04-25,2007-04-25,https://patents.google.com/patent/JP3910041B2/en,https://patentimages.storage.googleapis.com/61/79/57/52d12e3c30b56b/0003910041-2.png
US-6761871-B2,Magnetic production of carbon nanotubes and filaments ,Reginald Bernard Little,Reginald Bernard Little,2001-05-22,2001-05-22,2004-07-13,2004-07-13,https://patents.google.com/patent/US6761871B2/en,https://patentimages.storage.googleapis.com/b6/de/24/a3185352091ea4/US06761871-20040713-D00001.png
US-5601661-A,Method of use of thermophotovoltaic emitter materials ,"Milstein; Joseph B., Roy; Ronald G.","Joseph B. Milstein, Ronald G. Roy",1995-07-21,1995-07-21,1997-02-11,1997-02-11,https://patents.google.com/patent/US5601661A/en,https://patentimages.storage.googleapis.com/0a/cc/ff/cf908a50c96af2/US5601661-drawings-page-2.png
US-2004024692-A1,Counterparty credit risk system ,"Turbeville Wallace C., Perry J. Scott","Wallace Turbeville, J. Perry",2001-02-27,2003-01-30,2004-02-05,,https://patents.google.com/patent/US20040024692A1/en,https://patentimages.storage.googleapis.com/48/30/98/294eb9ec58ad2f/US20040024692A1-20040205-D00000.png
US-5444533-A,Fiber-optic gyroscope obtaining a signal from a perturbed light source ,"Sumitomo Electric Industries, Ltd.","Yozo Nishiura, Takaki Iwashita, Akihiro Ooka",1992-09-02,1993-08-31,1995-08-22,1995-08-22,https://patents.google.com/patent/US5444533A/en,https://patentimages.storage.googleapis.com/b0/07/3e/75db3297b9d5f5/US5444533-drawings-page-2.png
US-2004173811-A1,Light emitting device and electrical appliance ,"Semiconductor Energy Laboratory Co., Ltd, A Japan Corporation","Shunpei Yamazaki, Kazutaka Inukai",2000-05-22,2004-01-12,2004-09-09,,https://patents.google.com/patent/US20040173811A1/en,https://patentimages.storage.googleapis.com/e0/6b/47/1ff1bb40564fe4/US20040173811A1-20040909-D00000.png
WO-2022231846-A1,System and method of in-queue optimizations for quantum cloud computing ,The University Of Chicago,"Gokul Subramanian Ravi, Frederic T. Chong, Pranav GOKHALE, Kaitlin N. SMITH",2021-04-27,2022-04-13,2022-11-03,,https://patents.google.com/patent/WO2022231846A1/en,
WO-2021251175-A1,Quantum device ,学校法人帝京大学,哲史 棚本,2020-06-12,2021-05-28,2021-12-16,,https://patents.google.com/patent/WO2021251175A1/en,https://patentimages.storage.googleapis.com/e8/98/a8/dd5c429386800d/JPOXMLDOC01-appb-D000016.png
WO-2023095330-A1,"Quantum device, quantum computing apparatus, and quantum computing method ",富士通株式会社,"俊樹 岩井, 義康 土肥, 研一 河口, 哲也 宮武, 哲郎 石黒, 信太郎 佐藤",2021-11-29,2021-11-29,2023-06-01,,https://patents.google.com/patent/WO2023095330A1/en,https://patentimages.storage.googleapis.com/d5/ab/0b/841be8403533bf/JPOXMLDOC01-appb-D000001.png
WO-2023135728-A1,Quantum computer and quantum computer control method ,株式会社日立製作所,辰也 戸丸,2022-01-14,2022-01-14,2023-07-20,,https://patents.google.com/patent/WO2023135728A1/en,https://patentimages.storage.googleapis.com/99/40/87/18e13d99fff5c2/JPOXMLDOC01-appb-D000019.png
US-2022398481-A1,Quantum computer and quantum state controlling method in quantum computer ,"Hitachi, Ltd.",Tatsuya Tomaru,2021-06-10,2022-03-07,2022-12-15,,https://patents.google.com/patent/US20220398481A1/en,https://patentimages.storage.googleapis.com/38/d5/c2/0eaf8ff7bc6ea4/US20220398481A1-20221215-D00000.png
WO-2022249963-A1,Quantum circuit ,国立大学法人東京大学,"俊介 大門, 英治 齊藤, 貴大 沙川",2021-05-24,2022-05-19,2022-12-01,,https://patents.google.com/patent/WO2022249963A1/en,https://patentimages.storage.googleapis.com/43/02/0f/870b7ceeb01dfb/JPOXMLDOC01-appb-D000001.png
WO-2023214609-A1,Quantum circuit computation method for efficiently computing state vectors ,한국전자기술연구원,"전석훈, 홍윤표, 김병수, 최규현",2022-05-04,2022-05-23,2023-11-09,,https://patents.google.com/patent/WO2023214609A1/en,https://patentimages.storage.googleapis.com/8b/84/1f/db74fee745fa7b/PCTKR2022007271-appb-img-000007.png
WO-2023214608-A1,Quantum circuit simulation hardware ,한국전자기술연구원,"홍윤표, 전석훈, 김병수, 최규현",2022-05-04,2022-05-23,2023-11-09,,https://patents.google.com/patent/WO2023214608A1/en,https://patentimages.storage.googleapis.com/5b/e6/cb/76a42752ccc048/PCTKR2022007270-appb-img-000002.png
US-2023196157-A1,Quantum simulation apparatus and method ,Electronics And Telecommunications Research Institute,"Ki Sung Jin, Gyu Il Cha, Chang Dae Kim",2021-12-20,2022-07-20,2023-06-22,,https://patents.google.com/patent/US20230196157A1/en,https://patentimages.storage.googleapis.com/eb/aa/81/13e3a918963690/US20230196157A1-20230622-D00000.png
KR-102578935-B1,Quantum state measurment method and apparatus for performing the same ,한국과학기술원,"배준우, 권혁제",2020-07-21,2020-07-21,2023-09-18,2023-09-18,https://patents.google.com/patent/KR102578935B1/en,
US-11681845-B2,Quantum circuit valuation ,International Business Machines Corporation,"Frederik Frank Flöther, Robert E. Loredo, Shikhar KWATRA, Paul R. Bastide",2021-01-28,2021-01-28,2023-06-20,2023-06-20,https://patents.google.com/patent/US11681845B2/en,https://patentimages.storage.googleapis.com/87/4b/9a/b87b8b8ac57f78/US11681845-20230620-D00000.png
KR-20230094098-A,Quantum simulation apparatus and method ,한국전자통신연구원,"진기성, 차규일, 김창대",2021-12-20,2022-03-02,2023-06-27,,https://patents.google.com/patent/KR20230094098A/en,https://patentimages.storage.googleapis.com/85/e4/15/2f2f01eb925d23/pat00009.png
US-2023131389-A1,Quantum instruction set architecture (quasar) ,The Regents Of The University Of California,Anastasiia Butko,2021-10-25,2022-10-20,2023-04-27,,https://patents.google.com/patent/US20230131389A1/en,https://patentimages.storage.googleapis.com/cc/af/08/dfb4f2bc74c9ff/US20230131389A1-20230427-D00000.png
WO-2022270436-A1,"Quantum device, quantum bit readout device, and electronic circuit ",学校法人帝京大学,哲史 棚本,2021-06-24,2022-06-17,2022-12-29,,https://patents.google.com/patent/WO2022270436A1/en,https://patentimages.storage.googleapis.com/98/32/79/b7514619d7d2e5/JPOXMLDOC01-appb-D000001.png
RU-2761771-C1,Method for conducting quantum calculations using qudits ,Общество с ограниченной ответственностью «Международный центр квантовой оптики и квантовых вычислений» (ООО «МЦКТ»),"Олегович Киктенко Евгений, Сергеевна Николаева Анастасия, Константинович Федоров Алексей",2020-12-28,2020-12-28,2021-12-13,2021-12-13,https://patents.google.com/patent/RU2761771C1/en,https://patentimages.storage.googleapis.com/27/fc/1e/c5b8970ecef3a1/00000033.png
US-2023121176-A1,"Expectation value estimation method and apparatus in quantum system, device, and system ","Tencent Technology (Shenzhen) Company Limited, Tsinghua University","Shixin Zhang, Zhouquan WAN, Shengyu ZHANG, Hong Yao",2021-10-14,2022-11-23,2023-04-20,,https://patents.google.com/patent/US20230121176A1/en,https://patentimages.storage.googleapis.com/e3/00/55/416855f821edb6/US20230121176A1-20230420-D00000.png
KR-20230059699-A,Quantum computing system and method for operating thereof ,한국전자통신연구원,"오수철, 김재열, 온진호, 이상민, 차규일",2021-10-26,2022-05-13,2023-05-03,,https://patents.google.com/patent/KR20230059699A/en,https://patentimages.storage.googleapis.com/5a/f9/4b/964a6dcb2ab808/pat00001.png
WO-2023195922-A1,"Methods, systems and kits for quantum-optimized cross-backend software development ",Entropica Labs,"Vishal Sharma, Leonardo DISILVESTRO, Shahidee Bin Saharan NUR, Shao Hen CHIEW, Tommaso Federico DEMARIE, Ewan Franek MUNRO",2022-04-04,2023-04-04,2023-10-12,,https://patents.google.com/patent/WO2023195922A1/en,
US-2022108154-A1,Quantum deformed binary neural networks ,Qualcomm Incorporated,"Roberto BONDESAN, Max Welling",2020-10-01,2021-09-30,2022-04-07,,https://patents.google.com/patent/US20220108154A1/en,https://patentimages.storage.googleapis.com/2b/0a/07/f91af4155e1933/US20220108154A1-20220407-D00000.png
US-2023144633-A1,Quantum computing task processing method and system and computer device ,"Tencent Technology (Shenzhen) Company Limited, Tsinghua University","Shixin Zhang, Shengyu ZHANG, Hong Yao",2021-11-09,2022-11-23,2023-05-11,,https://patents.google.com/patent/US20230144633A1/en,https://patentimages.storage.googleapis.com/8a/fd/3f/214f7b537e847c/US20230144633A1-20230511-D00000.png
US-2023129967-A1,Quantum computing system and method for operating the same ,Electronics And Telecommunications Research Institute,"Soo Cheol OH, Chei Yol Kim, Jin Ho ON, Sang Min Lee, Gyu Il Cha",2021-10-26,2022-08-31,2023-04-27,,https://patents.google.com/patent/US20230129967A1/en,https://patentimages.storage.googleapis.com/e5/4c/12/7ebbeb33de9df7/US20230129967A1-20230427-D00000.png
WO-2022186917-A2,Enhanced signal processing using quantum computation ,"Arizona Board Of Regents On Behalf Of The University Of Arizona, Duke University","Narayanan RENGASWAMY, Kaushik SESHADREESAN, Saikat Guha, Henry Pfister",2021-01-25,2022-01-25,2022-09-09,,https://patents.google.com/patent/WO2022186917A2/en,
EP-4224378-A1,Differentiable generative modelling using a hybrid computer including a quantum processor ,Qu&CO R&D B.V.,"Vincent ELFVING, Oleksandr KYRIIENKO",2022-02-07,2022-02-07,2023-08-09,,https://patents.google.com/patent/EP4224378A1/en,https://patentimages.storage.googleapis.com/62/8c/9f/6cda61a4d2872b/imgf0001.png
US-2004260169-A1,Nonlinear noise reduction for magnetocardiograms using wavelet transforms ,Karsten Sternnickel,Karsten Sternnickel,2001-09-21,2002-09-20,2004-12-23,,https://patents.google.com/patent/US20040260169A1/en,https://patentimages.storage.googleapis.com/69/0e/79/c650dc318314fd/US20040260169A1-20041223-D00000.png
WO-2023230390-A2,Quantum optimization with rydberg atom arrays ,"President And Fellows Of Harvard College, Universität Innsbruck, Österreichische Akademie der Wissenschaften, Quera Computing Incorporated","Mikhail D. Lukin, Jinguo LIU, Minh-Thi NGUYEN, Hannes PICHLER, Shengtao WANG, Jonathan Wurtz",2022-03-25,2023-03-24,2023-11-30,,https://patents.google.com/patent/WO2023230390A2/en,
WO-2023102591-A1,Vehicle control system ,Newsouth Innovations Pty Limited,Vinayak DIXIT,2021-12-06,2021-12-06,2023-06-15,,https://patents.google.com/patent/WO2023102591A1/en,
TW-539680-B,Pet regenerated resin composition and molded article thereof and flame retardant resin composition and molded article thereof ,Daicel Chem,"Shunichi Endo, Genichirou Ochiai, Yoshinobu Mizutani, Takuya Miho, Kouichi Okumura",1998-11-20,1999-11-19,2003-07-01,2003-07-01,https://patents.google.com/patent/TW539680B/en,
CN-1281598-C,Compounds and methods for modulation of estrogen receptors ,信号药品公司,"S·S·布哈瓦特, J·A·麦基, S·克哈芒克亨伊",1999-12-30,2000-12-29,2006-10-25,2006-10-25,https://patents.google.com/patent/CN1281598C/en,https://patentimages.storage.googleapis.com/9d/e2/af/8be999c1c38c53/C0081922200501.png
GB-2614816-A,Apparatus comprising one or more photonic memories ,Orca Computing Ltd,"Murray Richard, Nunn Joshua, Francis-Jones Robert, Parker Tom, Kaczmarek Krysztof",2020-09-21,2020-09-21,2023-07-19,,https://patents.google.com/patent/GB2614816A/en,
US-11810606-B2,Apparatus comprising one or more photonic memories ,ORCA Computing Limited,"Richard Murray, Joshua Nunn, Robert Francis-Jones, Tom Parker, Krzysztof KACZMAREK",2020-09-21,2021-09-21,2023-11-07,2023-11-07,https://patents.google.com/patent/US11810606B2/en,https://patentimages.storage.googleapis.com/b2/99/21/a55713cb6e931b/US11810606-20231107-D00000.png
US-2003235816-A1,Method to determine outcome for patients with prostatic disease ,Baylor College Of Medicine (By Slawin And Shariat),"Kevin Slawin, Shahrokh Shariat, Michael Kattan, Peter Scardino",2002-03-14,2003-03-14,2003-12-25,,https://patents.google.com/patent/US20030235816A1/en,https://patentimages.storage.googleapis.com/39/80/aa/ae9badd64a82f2/US20030235816A1-20031225-D00000.png
KR-20210070241-A,literature2 ,김동환,김동환,2021-05-21,2021-05-21,2021-06-14,,https://patents.google.com/patent/KR20210070241A/en,
US-2001034025-A1,Methods and apparatus for detecting polynucleotide hybridization ,"Ljl Biosystems, Inc.","Douglas Modlin, Todd French, Jon Petersen, John Owicki",1999-01-15,2001-01-22,2001-10-25,,https://patents.google.com/patent/US20010034025A1/en,https://patentimages.storage.googleapis.com/48/91/ae/ddfeeb36517665/US20010034025A1-20011025-D00001.png
WO-2023211495-A2,Qudits employing nonlinear dielectrics ,University Of Houston System,JR. John H. Miller,2021-11-04,2022-11-04,2023-11-02,,https://patents.google.com/patent/WO2023211495A2/en,
US-11676058-B2,System and method for artificial intelligence ,Graham MOREHEAD,Graham MOREHEAD,2020-09-03,2020-09-03,2023-06-13,2023-06-13,https://patents.google.com/patent/US11676058B2/en,https://patentimages.storage.googleapis.com/58/b0/9a/3c90e729986c14/US11676058-20230613-D00000.png
US-2022245501-A1,Qubit devices comprising one or more polycrystalline or single crystalline spin-triplet superconductors ,The Johns Hopkins University,"Yufan LI, Xiaoying Xu, Chia-Ling Chien",2019-05-13,2020-05-13,2022-08-04,,https://patents.google.com/patent/US20220245501A1/en,https://patentimages.storage.googleapis.com/ec/7a/1d/389351636a0efa/US20220245501A1-20220804-D00000.png
WO-2023222289-A1,System and method for use in generative models ,"Aarhus Universitet, Gottfried Wilhelm Leibniz Universität Hannover","Thomas BÆKKEGAARD, Nikolaj Thomas ZINNER, Michael Kues, Anahita KHODADAD KASHI",2022-05-20,2023-03-27,2023-11-23,,https://patents.google.com/patent/WO2023222289A1/en,
US-4752552-A,Photosolubilizable composition ,"Fuji Photo Film Co., Ltd.",Toshiaki Aoai,1983-06-29,1987-08-12,1988-06-21,1988-06-21,https://patents.google.com/patent/US4752552A/en,
US-11552623-B2,Device and method of generating nonlinear waveform signal ,POSTECH Research and Business Development Foundation,"Jae Yoon Sim, Ki Seo KANG",2020-12-28,2021-12-22,2023-01-10,2023-01-10,https://patents.google.com/patent/US11552623B2/en,https://patentimages.storage.googleapis.com/2e/23/24/3e5cdf42cc1738/US11552623-20230110-D00000.png
WO-2023073371-A1,Binary optimization with boson sampling ,ORCA Computing Limited,"Kamil Bradler, Hugo WALLNER",2021-10-28,2022-10-27,2023-05-04,,https://patents.google.com/patent/WO2023073371A1/en,
US-2023229916-A1,Scalable tensor network contraction using reinforcement learning ,Nvidia Corporation,"Gal Chechik, Eli Alexander Meirom, Haggai Maron, Brucek Kurdo Khailany, Paul Martin Springer, Shie Mannor",2022-01-20,2023-01-20,2023-07-20,,https://patents.google.com/patent/US20230229916A1/en,https://patentimages.storage.googleapis.com/3f/f4/a2/014957ae56a608/US20230229916A1-20230720-D00000.png
US-2023327874-A1,"Systems, methods, and devices for generation of peer validated geospatial and proof of reception of tracking data ","John Gerard True, JR.","John Gerard True, JR.",2021-12-30,2022-12-30,2023-10-12,,https://patents.google.com/patent/US20230327874A1/en,https://patentimages.storage.googleapis.com/cd/f8/8d/3cba5f2cc59326/US20230327874A1-20231012-D00000.png
US-2022207403-A1,Tunable capacitor for superconducting qubits ,Colorado School Of Mines,"Eliot KAPIT, Nicholas MATERISE, Javad SHABANI",2020-12-31,2021-12-29,2022-06-30,,https://patents.google.com/patent/US20220207403A1/en,https://patentimages.storage.googleapis.com/65/81/04/b415a1fde770ac/US20220207403A1-20220630-D00000.png
WO-2021240820-A1,Secure communication technology ,徳輝 竹本,徳輝 竹本,2020-05-29,2020-05-29,2021-12-02,,https://patents.google.com/patent/WO2021240820A1/en,https://patentimages.storage.googleapis.com/5b/8d/c5/91da6034d3a6a7/JPOXMLDOC01-appb-D000001.png
CN-100572589-C,The manufacture method of polycrystal film and the manufacture method of oxide superconductor ,株式会社藤仓,饭岛康裕,2002-08-02,2003-07-30,2009-12-23,2009-12-23,https://patents.google.com/patent/CN100572589C/en,https://patentimages.storage.googleapis.com/00/a3/8c/2d9061f7870a31/C031498570037H1.png
US-2022103348-A1,Optical channel intensity streaming encryption ,California Institute Of Technology,"Jian Xu, Changhuei Yang",2020-09-28,2021-09-28,2022-03-31,,https://patents.google.com/patent/US20220103348A1/en,https://patentimages.storage.googleapis.com/6b/96/59/622004294b6cd7/US20220103348A1-20220331-D00000.png
CN-1267817-C,Signal indicator for fading compensation ,微软公司,"S·斯里尼瓦桑, S·雷格纳坦",2002-05-03,2003-04-29,2006-08-02,2006-08-02,https://patents.google.com/patent/CN1267817C/en,https://patentimages.storage.googleapis.com/bd/e6/9b/50d0f896348e0a/C0312416900262.png
US-2006273324-A1,Light-emitting diode and process for producing the same ,"Makoto Asai, Shiro Yamazaki, Takahiro Kozawa, Mitsuhisa Narukawa","Makoto Asai, Shiro Yamazaki, Takahiro Kozawa, Mitsuhisa Narukawa",2003-07-28,2004-07-26,2006-12-07,,https://patents.google.com/patent/US20060273324A1/en,https://patentimages.storage.googleapis.com/e1/e1/ea/0cb10620b574f9/US20060273324A1-20061207-D00000.png
US-2023368060-A1,Systems and methods for implementing remote-state preparation on a noisy-intermediate size quantum device ,Laura Lewis,Laura Lewis,2021-08-31,2022-09-01,2023-11-16,,https://patents.google.com/patent/US20230368060A1/en,https://patentimages.storage.googleapis.com/a0/78/49/fceedfc5d0868d/US20230368060A1-20231116-D00000.png
EP-4138000-A1,Quantum thermal system ,Freie Universität Berlin,"Frank NOÉ, Paolo A. ERDMAN",2021-08-18,2021-08-18,2023-02-22,,https://patents.google.com/patent/EP4138000A1/en,https://patentimages.storage.googleapis.com/9d/23/3e/7d0eacd7ead2d2/imgf0001.png
EP-3699964-B1,"Polarization electric field assisted hole supplier and p-type contact structure, light emitting device and photodetector using the same ",Bolb Inc.,"Jianping Zhang, Ying Gao, Ling Zhou",2019-02-22,2019-02-22,2023-08-23,2023-08-23,https://patents.google.com/patent/EP3699964B1/en,https://patentimages.storage.googleapis.com/41/14/02/e5cad146bd9cf0/imgf0001.png
JP-2004523903-A,Method for forming thin film and thin film using trisilane ,エーエスエム  アメリカ  インコーポレイテッド,"マイケル  エイ． トッド, イボ ラアイマケルス",2001-02-12,2002-02-12,2004-08-05,,https://patents.google.com/patent/JP2004523903A/en,https://patentimages.storage.googleapis.com/73/68/ab/9a6cf2571cf5c1/2004523903-4.png
AU-2021105335-A4,A nanosystem device for faster switching with reduced leakage and its preparing process thereof ,"Rudra Sankar Dhar, Lalthanpuii Khiangte, Kuleen Kumar, Swagat Nanda, Silpee Talukdar","Rudra Sankar Dhar, Lalthanpuii Khiangte, Kuleen Kumar, Swagat Nanda, Silpee Talukdar",2021-08-11,2021-08-11,2021-11-11,2021-11-11,https://patents.google.com/patent/AU2021105335A4/en,
WO-2022179997-A1,Quantum-based cryptography ,Bundesdruckerei Gmbh,"Andreas Wilke, Ilya Komarov, Manfred Paeschke",2021-02-26,2022-02-22,2022-09-01,,https://patents.google.com/patent/WO2022179997A1/en,
CN-115269195-A,Quantum computing resource management method based on operating system kernel ,无锡江南计算技术研究所,"郑岩, 邹通, 朱琪, 王星焱, 黄高阳, 林海南, 宓楠浣, 陈德训, 钱宇, 宋长明",2022-08-04,2022-08-04,2022-11-01,,https://patents.google.com/patent/CN115269195A/en,https://patentimages.storage.googleapis.com/36/75/b9/9feb72a20fa44d/220804150458.png
RU-208668-U1,quantum computer ,"федеральное государственное бюджетное образовательное учреждение высшего образования ""Российский государственный университет им. А.Н. Косыгина (Технологии. Дизайн. Искусство)""","Владимир Владимирович Горшков, Барнонисо Наимджоновна Ниязова, Алексей Викторович Мокряков, Максим Валерьевич Лежинский",2021-07-12,2021-07-12,2021-12-29,2021-12-29,https://patents.google.com/patent/RU208668U1/en,https://patentimages.storage.googleapis.com/63/36/17/5e1ae590509dea/00000002.png
KR-20230101851-A,Highly parallel processing architecture using a compiler ,아세니움 인코포레이티드,"외이빈드 하르보에, 토레 바스티안센, 피터 폴리",2020-11-16,2021-11-15,2023-07-06,,https://patents.google.com/patent/KR20230101851A/en,https://patentimages.storage.googleapis.com/ba/e0/91/3b9c7760edfb9e/pct00001.png
US-2002158212-A1,Apparatus and methods for time-resolved optical spectroscopy ,"French Todd E., Owicki John C., Modlin Douglas N.","Todd French, John Owicki, Douglas Modlin",1998-04-17,2001-11-12,2002-10-31,,https://patents.google.com/patent/US20020158212A1/en,https://patentimages.storage.googleapis.com/66/98/70/beb8cd01f84937/US20020158212A1-20021031-D00000.png
CN-102376393-A,Normal-temperature resonant superconducting system ,葛泓杉,葛泓杉,2010-08-23,2010-08-23,2012-03-14,,https://patents.google.com/patent/CN102376393A/en,
CN-114254755-B,Method and device for simulating quantum bit tail state probability amplitude and quantum virtual machine ,中国科学院理论物理研究所,"张潘, 潘峰",2021-12-24,2021-12-24,2022-12-02,2022-12-02,https://patents.google.com/patent/CN114254755B/en,https://patentimages.storage.googleapis.com/ee/ff/ec/adaf25cee043fa/HDA0003431658790000011.png
WO-2023177846-A1,Systems and methods for optimizing quantum circuit simulation using graphics processing units ,University Of Pittsburgh - Of The Commonwealth System Of Higher Education,Xulong TANG,2022-03-18,2023-03-17,2023-09-21,,https://patents.google.com/patent/WO2023177846A1/en,
US-2023308424-A1,Secure Session Resumption using Post-Quantum Cryptography ,John A. Nix,John A. Nix,2021-12-08,2022-12-08,2023-09-28,,https://patents.google.com/patent/US20230308424A1/en,https://patentimages.storage.googleapis.com/37/44/b6/5c5d2cc29968da/US20230308424A1-20230928-D00000.png
US-5888505-A,Method for selectively inhibiting the growth of microbes using a haloperoxidase-halide-peroxide system ,"Eoe, Inc.",Robert Charles Allen,1991-02-21,1995-06-07,1999-03-30,1999-03-30,https://patents.google.com/patent/US5888505A/en,https://patentimages.storage.googleapis.com/f7/cc/09/50cdebcecf17f3/US5888505-drawings-page-11.png
IE-85044-B1,Haloperoxidase for the treatment of infection and control of flora ,Exoxemis Inc,Charles Allen Robert,,1992-02-18,2008-11-12,,https://patents.google.com/patent/IE85044B1/en,
CN-106756809-A,A kind of laser deposition preparation method of nano wire ,廖荣生,廖荣生,2016-12-15,2016-12-15,2017-05-31,,https://patents.google.com/patent/CN106756809A/en,
